Ration_ID,Aadhaar_ID,Phone_No,Name,Age,Gender,Address,Income_Level,Subsidy_Availed,Num_Dependents,Dependent1_Name,Dependent1_Age,Dependent1_Relation,Dependent1_Aadhaar,Dependent2_Name,Dependent2_Age,Dependent2_Relation,Dependent2_Aadhaar,Dependent3_Name,Dependent3_Age,Dependent3_Relation,Dependent3_Aadhaar,Dependent4_Name,Dependent4_Age,Dependent4_Relation,Dependent4_Aadhaar,Dependent5_Name,Dependent5_Age,Dependent5_Relation,Dependent5_Aadhaar,Wheat_Entitled,Wheat_Claimed,Rice_Entitled,Rice_Claimed,Kerosene_Entitled,Kerosene_Claimed,Sugar_Entitled,Sugar_Claimed,Salt_Entitled,Salt_Claimed,SoyabeanOil_Entitled,SoyabeanOil_Claimed,PalmOil_Entitled,PalmOil_Claimed,Masoor_Entitled,Masoor_Claimed,Moong_Entitled,Moong_Claimed,Chana_Entitled,Chana_Claimed,Total_Entitlement,Total_Claimed,Claimed_vs_Entitled_Percent,Fraud_Label,Remarks,Duplicate_Aadhaar_Flag,duplicate_rationID_flag,Duplicate_Mobile_Flag,Income_Subsidy_Mismatch,Over_Claim_Flag,Dep_Fraud,Age_Fraud
5047337803,465087448782,7784095277,Aarnav Ramakrishnan,39,Male,"H.No. 68, Dubey Chowk, Sagar 098050",High,No,8,Chandresh,55.0,Father,220300615334.0,Vansha,10.0,Daughter,140997998139.0,Yadavi,48.0,Father,261286867170.0,Nakul,56.0,Daughter,435187102686.0,Dakshesh,47.0,Son,494702875840.0,90,79.56,72,64.79,18,15.14,18,20.02,4.5,5.19,9,8.66,9,9.43,6.75,5.82,6.75,7.91,6.75,7.73,240.75,224.25,93.15,1,Dependents exceed legal limit,0,0,0,0,0,1,0
3946413444,127540594799,7890880074,Quincy Biswas,124,Female,"19, Baral Ganj, Gurgaon 435346",Medium,Yes,4,Karan,21.0,Son,342539766821.0,Charita,26.0,Mother,436509220579.0,Tanvi,30.0,Daughter,821656143707.0,Diya,25.0,Mother,406352552364.0,0,0.0,0,0.0,50,57.29,40,47.47,10,9.12,10,10.57,2.5,2.4,5,5.96,5,5.07,3.75,4.41,3.75,3.17,3.75,4.46,133.75,149.92,112.09,1,Duplicate Aadhaar detected; Overclaim detected beyond entitled quota,1,0,0,0,1,0,0
3623403479,139794875013,6740563507,Aditya Shanker,61,Female,"38/42, Biswas Path, Uluberia 278498",High,No,6,Abhiram,78.0,Father,521403489881.0,Chandani,74.0,Daughter,148338665100.0,Hemang,56.0,Son,691874457344.0,Krish,88.0,Daughter,574010721878.0,Aishani,9.0,Spouse,446273815783.0,70,74.57,56,47.59,14,16.24,14,14.04,3.5,3.73,7,6.51,7,7.55,5.25,5.36,5.25,4.6,5.25,5.6,187.25,185.79,99.22,0,0,0,0,0,0,0,0,0
7727264603,775057307204,8536019893,Hredhaan Dugal,76,Male,"35/34, Suresh Circle, Faridabad 640052",Medium,No,3,Adweta,56.0,Father,819865130020.0,Neel,42.0,Mother,587228760932.0,Riya,87.0,Daughter,621886518414.0,0,0.0,0,0.0,0,0.0,0,0.0,40,44.7,32,37.89,8,8.76,8,8.51,2.0,1.83,4,4.26,4,4.19,3.0,2.51,3.0,3.54,3.0,2.68,107.0,118.87,111.09,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
5241206079,318212526070,7126226563,Aditya Choudhury,11,Male,"05/98, Sani Street, Kalyan-Dombivli 505331",Medium,Yes,7,Irya,54.0,Father,886814108140.0,Niharika,90.0,Mother,540209997973.0,Mohammed,32.0,Daughter,858731991785.0,Warjas,1.0,Son,567199758169.0,Nicholas,29.0,Daughter,669924601388.0,80,78.87,64,65.47,16,18.67,16,13.58,4.0,3.41,8,7.89,8,8.1,6.0,6.14,6.0,5.56,6.0,6.61,214.0,214.3,100.14,1,Shared mobile number across multiple households; Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,1,0,1,1,0
8657830420,893774408754,9991816852,Nitara Bakshi,122,Female,"34, Chokshi Street, Agra-337543",Low,No,7,Udant,34.0,Daughter,803686852877.0,Arjun,36.0,Father,789276095704.0,Reyansh,31.0,Spouse,183493617047.0,Mohini,37.0,Daughter,466239227673.0,Falguni,41.0,Father,250669933771.0,80,68.83,64,61.01,16,13.78,16,14.17,4.0,3.86,8,7.46,8,7.89,6.0,4.95,6.0,6.8,6.0,5.73,214.0,194.48,90.88,1,Dependents exceed legal limit,0,0,0,0,0,1,0
1919909014,941301014309,9612153089,Ekaraj Mallick,6,Female,"85/014, Lanka Street, Moradabad 556981",Medium,No,6,Lekha,69.0,Father,764860371203.0,Ranveer,29.0,Mother,397295152191.0,Aachal,56.0,Mother,525326422970.0,Chaitanya,44.0,Mother,283498961791.0,Rajata,60.0,Daughter,787111968895.0,70,70.96,56,65.12,14,14.51,14,14.91,3.5,2.92,7,6.8,7,8.03,5.25,4.58,5.25,4.75,5.25,4.89,187.25,197.47,105.46,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
8350948014,934673209247,9398775766,Zinal Yohannan,102,Female,"15, Murthy, Dewas-656482",Medium,Yes,7,Rehaan,3.0,Father,486340553307.0,Osha,29.0,Son,145748937891.0,Ladli,4.0,Daughter,782987331574.0,Owen,20.0,Daughter,620233157780.0,Charvi,86.0,Son,612037258811.0,80,86.38,64,70.83,16,13.87,16,16.69,4.0,4.4,8,6.77,8,9.02,6.0,7.12,6.0,5.06,6.0,4.86,214.0,225.0,105.14,1,Duplicate Aadhaar detected; Overclaim detected beyond entitled quota; Dependents exceed legal limit,1,0,0,0,1,1,0
5618257024,516432181410,9867741192,Aadi Modi,31,Male,"99, Shroff Path, Mango 872148",High,Yes,1,Gautami,90.0,Spouse,855271258456.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,20.8,16,13.57,4,4.77,4,4.45,1.0,0.94,2,1.94,2,1.9,1.5,1.5,1.5,1.4,1.5,1.71,53.5,52.98,99.03,1,High-income household availing subsidy,0,0,0,1,0,0,0
8113321496,797340287725,9859466878,Wahab Mukherjee,25,Female,"003, Bora Chowk, Vijayanagaram-676320",Low,No,9,Hredhaan,69.0,Mother,578737987515.0,Pavani,76.0,Spouse,198503450940.0,Theodore,36.0,Mother,925681106315.0,Patrick,60.0,Father,837060762325.0,Zarna,49.0,Spouse,641289144833.0,100,114.04,80,69.82,20,17.7,20,22.38,5.0,4.68,10,11.52,10,10.8,7.5,6.83,7.5,6.03,7.5,8.84,267.5,272.64,101.92,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
2259154084,549769295925,9696115913,Chandresh Krish,103,Male,"788, Nadig, Pudukkottai 872774",High,No,10,Yug,63.0,Mother,120585489939.0,Aradhana,12.0,Spouse,543333380796.0,Vedhika,89.0,Daughter,827164617915.0,William,75.0,Spouse,707623027059.0,Anvi,68.0,Spouse,704499189734.0,110,102.55,88,95.14,22,19.98,22,19.81,5.5,4.67,11,9.65,11,9.33,8.25,8.37,8.25,9.12,8.25,7.21,294.25,285.83,97.14,1,Dependents exceed legal limit,0,0,0,0,0,1,0
4793070706,402727327810,8207939087,Faras Mangal,112,Male,"H.No. 58, Devi Zila, Ahmednagar-231665",Medium,Yes,5,Unnati,23.0,Spouse,877449847333.0,Ojasvi,69.0,Daughter,148422798459.0,David,7.0,Father,865758896013.0,Samuel,17.0,Mother,727117904706.0,Osha,37.0,Mother,583092399018.0,60,56.18,48,56.94,12,10.81,12,13.74,3.0,2.54,6,4.96,6,5.98,4.5,4.64,4.5,4.84,4.5,3.87,160.5,164.5,102.49,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
5091462297,374851785492,6699226355,Anmol Rai,103,Female,"H.No. 46, Yohannan Marg, Morbi-467065",High,Yes,8,Nidhi,49.0,Mother,589233301053.0,Noah,39.0,Father,572403587152.0,Unni,40.0,Father,167091801483.0,Joshua,79.0,Son,941588491630.0,Avi,27.0,Daughter,826986119473.0,90,74.92,72,64.51,18,18.37,18,15.53,4.5,4.34,9,9.68,9,8.89,6.75,5.49,6.75,6.18,6.75,6.16,240.75,214.07,88.92,1,High-income household availing subsidy; Dependents exceed legal limit,0,0,0,1,0,1,0
8076428684,356355366221,8945923902,Avi Chacko,107,Male,"20, Raghavan Road, Rajpur Sonarpur-556464",Medium,Yes,8,Finn,29.0,Daughter,395959373593.0,Upma,19.0,Son,280644769871.0,Anirudh,40.0,Father,582275910205.0,Charles,16.0,Mother,433670331254.0,Inaya,90.0,Mother,400401507048.0,90,90.02,72,71.82,18,14.98,18,14.69,4.5,4.38,9,8.36,9,8.1,6.75,5.65,6.75,8.0,6.75,7.66,240.75,233.66,97.06,1,Dependents exceed legal limit,0,0,0,0,0,1,0
1821155204,732517733550,6919382051,Ekapad Baria,102,Male,"092, Date Ganj, Raipur 745299",Medium,No,4,Ishwar,24.0,Father,797656813698.0,Nihal,63.0,Son,484270768628.0,Deepa,53.0,Spouse,835818342333.0,Hritik,14.0,Daughter,552388062042.0,0,0.0,0,0.0,50,53.87,40,36.61,10,11.78,10,11.25,2.5,2.55,5,4.91,5,4.63,3.75,3.48,3.75,4.46,3.75,3.61,133.75,137.15,102.54,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
9885758835,104243939720,9543721204,Devika Prashad,12,Male,"H.No. 931, Dara Road, Sri Ganganagar-518506",High,No,9,Vrishti,64.0,Mother,159098709360.0,Hitesh,27.0,Spouse,244092801172.0,Rachita,37.0,Mother,868287386081.0,Janaki,63.0,Son,768425855938.0,Tripti,31.0,Daughter,706925050424.0,100,80.55,80,77.06,20,17.8,20,22.73,5.0,4.23,10,11.79,10,10.59,7.5,6.46,7.5,8.8,7.5,6.88,267.5,246.89,92.3,1,Shared mobile number across multiple households; Dependents exceed legal limit,0,0,1,0,0,1,0
5446129354,631866089440,9361704064,Radhika Goda,64,Male,"69, Naidu Road, Chandigarh 737996",Medium,Yes,9,Gayathri,66.0,Daughter,176725411465.0,Ayush,36.0,Mother,657434001695.0,Warda,35.0,Son,895783733945.0,Ekta,39.0,Father,639705335953.0,Qabil,20.0,Mother,630594163379.0,100,93.8,80,81.66,20,20.35,20,19.64,5.0,4.64,10,8.75,10,10.79,7.5,7.72,7.5,6.7,7.5,8.33,267.5,262.38,98.09,1,Dependents exceed legal limit,0,0,0,0,0,1,0
1341639230,622889527089,9514548900,Simon Pant,90,Male,"H.No. 94, Anne Circle, Guwahati 678377",Medium,Yes,2,Sara,65.0,Father,584665753840.0,Anay,13.0,Father,602126523583.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,24.18,24,20.58,6,6.89,6,7.13,1.5,1.24,3,3.34,3,2.72,2.25,2.36,2.25,2.16,2.25,1.87,80.25,72.47,90.31,1,Ration ID duplicated across households,0,1,0,0,0,0,0
6915194536,518903718101,8773020489,Chaitaly Kant,97,Female,"H.No. 95, Wali Chowk, Khandwa-574443",High,Yes,9,Jai,9.0,Daughter,854330092722.0,Reyansh,37.0,Daughter,201991584928.0,Diya,56.0,Son,799050464905.0,Jagdish,13.0,Mother,860923742690.0,Qasim,39.0,Son,456679815270.0,100,111.85,80,73.39,20,19.0,20,17.16,5.0,5.06,10,10.26,10,11.17,7.5,6.51,7.5,6.24,7.5,8.61,267.5,269.25,100.65,1,High-income household availing subsidy; Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,1,1,1,0
4534366139,743870697885,7349310440,Tarak Sule,65,Female,"H.No. 343, Gola Path, Kanpur 400842",Medium,No,10,Vritti,2.0,Mother,417403277612.0,Harshil,87.0,Father,177987911475.0,Advik,57.0,Spouse,748487026122.0,Bhavani,39.0,Mother,377842780911.0,Upasna,59.0,Spouse,218039479813.0,110,98.44,88,90.53,22,22.66,22,26.34,5.5,5.05,11,13.1,11,11.7,8.25,7.51,8.25,8.47,8.25,8.86,294.25,292.66,99.46,1,Dependents exceed legal limit,0,0,0,0,0,1,0
1977767507,918648282301,9994253959,Ridhi Oak,121,Female,"H.No. 71, Rattan Zila, Srinagar-229413",Low,No,3,Jagat,82.0,Daughter,377544614206.0,Omaja,87.0,Daughter,205777520189.0,Upkaar,81.0,Son,964615283104.0,0,0.0,0,0.0,0,0.0,0,0.0,40,39.05,32,33.02,8,8.74,8,6.69,2.0,1.84,4,4.4,4,3.48,3.0,2.56,3.0,3.05,3.0,3.57,107.0,106.4,99.44,0,0,0,0,0,0,0,0,0
9538798023,400276140106,7375919523,Shravya Savant,122,Female,"H.No. 99, Chaudhary Nagar, Rajpur Sonarpur 123281",Medium,No,1,Naksh,60.0,Son,929533234908.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,23.73,16,18.3,4,4.36,4,4.77,1.0,1.19,2,2.24,2,1.89,1.5,1.67,1.5,1.21,1.5,1.52,53.5,60.88,113.79,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
8395765839,923228529421,8727666622,Nilima Seshadri,54,Female,"H.No. 344, Bobal Chowk, Bilaspur-618324",Low,Yes,7,Lucky,4.0,Father,458893511908.0,Ekbal,79.0,Daughter,171501122551.0,Darpan,82.0,Mother,872704936140.0,Noah,39.0,Mother,250824974697.0,Damyanti,6.0,Son,226669858209.0,80,67.11,64,73.91,16,13.67,16,15.7,4.0,4.27,8,8.78,8,9.43,6.0,5.81,6.0,6.58,6.0,5.17,214.0,210.43,98.33,1,Dependents exceed legal limit,0,0,0,0,0,1,0
7703217037,776411594991,9400368694,Reva Dash,10,Female,"64/887, Buch Chowk, Bhiwani-940139",Low,No,7,Ansh,31.0,Spouse,506671900140.0,Amruta,70.0,Spouse,534051757557.0,Banjeet,36.0,Daughter,237302403040.0,Parth,59.0,Son,334774804042.0,Upma,83.0,Father,125645650502.0,80,65.62,64,59.74,16,19.13,16,17.84,4.0,3.53,8,9.06,8,8.17,6.0,6.21,6.0,6.75,6.0,5.36,214.0,201.41,94.12,1,Dependents exceed legal limit,0,0,0,0,0,1,0
3846799779,756702780329,6397721596,Arunima Golla,115,Male,"H.No. 756, Nagi Path, Nanded-674680",Low,No,2,Suhani,15.0,Son,113450992449.0,Gaurang,46.0,Daughter,454716422315.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,24.19,24,21.75,6,5.1,6,5.81,1.5,1.27,3,2.48,3,2.94,2.25,2.13,2.25,2.33,2.25,2.21,80.25,70.21,87.49,0,0,0,0,0,0,0,0,0
4660465943,899050168462,8591819409,Zayyan Naik,88,Male,"08/76, Guha Nagar, Panchkula 034824",Low,No,6,Raksha,55.0,Son,883789736548.0,Vedhika,57.0,Son,189761667273.0,Jairaj,42.0,Father,169356565695.0,Ayush,17.0,Spouse,798466125177.0,Wriddhish,75.0,Father,459540958538.0,70,66.67,56,58.18,14,12.85,14,14.03,3.5,3.4,7,7.82,7,5.92,5.25,5.57,5.25,6.04,5.25,5.36,187.25,185.84,99.25,0,0,0,0,0,0,0,0,0
4461784080,551952938516,8988434627,Deepa Atwal,64,Female,"171, Tara Street, Danapur-677378",Medium,Yes,5,Maanav,55.0,Spouse,382029490777.0,Leela,48.0,Daughter,175051409106.0,Rayaan,12.0,Son,572846822785.0,Yashoda,13.0,Spouse,245220443325.0,Laban,72.0,Son,716592318610.0,60,55.91,48,40.75,12,11.3,12,12.79,3.0,3.3,6,6.88,6,6.53,4.5,5.34,4.5,4.68,4.5,4.23,160.5,151.71,94.52,0,0,0,0,0,0,0,0,0
9228426553,822219066762,9340781088,Anya Sachdeva,114,Male,"H.No. 449, Suri, Amroha 558867",Medium,No,1,Ekanta,36.0,Father,985734608880.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,19.43,16,16.39,4,4.43,4,4.19,1.0,1.07,2,2.05,2,2.09,1.5,1.59,1.5,1.62,1.5,1.22,53.5,54.08,101.08,1,Ration ID duplicated across households; Overclaim detected beyond entitled quota,0,1,0,0,1,0,0
5754517058,442576940326,8476908532,William Rajagopal,6,Male,"H.No. 576, Doshi Marg, Vadodara-895171",Low,No,1,Tanmayi,19.0,Son,920732849790.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,20.24,16,15.21,4,3.93,4,3.45,1.0,0.92,2,1.86,2,2.35,1.5,1.56,1.5,1.73,1.5,1.29,53.5,52.54,98.21,1,Ration ID duplicated across households,0,1,0,0,0,0,0
1723668399,396703133413,9810751262,Maanas Rout,60,Female,"45, Rao, Ozhukarai-578091",High,No,6,Wahab,35.0,Daughter,665883171878.0,Bhavna,15.0,Spouse,222105549288.0,Utkarsh,37.0,Father,677615689420.0,Gautam,86.0,Spouse,340713234664.0,Radha,51.0,Father,104530254029.0,70,61.72,56,65.98,14,15.5,14,15.48,3.5,3.21,7,5.94,7,6.99,5.25,5.1,5.25,4.47,5.25,5.32,187.25,189.71,101.31,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
4537152602,987632508031,8177390472,Harish Sawhney,56,Male,"H.No. 050, Parmer Road, Chinsurah-386922",Medium,Yes,7,Parth,10.0,Spouse,570624302032.0,Farhan,74.0,Mother,803126944073.0,Lavanya,54.0,Spouse,542876297368.0,Wridesh,3.0,Spouse,981206485371.0,Widisha,80.0,Mother,859487768166.0,80,93.43,64,53.46,16,18.2,16,14.36,4.0,4.14,8,8.08,8,7.67,6.0,5.54,6.0,5.61,6.0,5.6,214.0,216.09,100.98,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
3082011731,797977210972,6669732591,Vincent Shenoy,71,Male,"H.No. 07, Dugar Road, Mango 946474",Medium,No,10,Rushil,19.0,Daughter,259355332042.0,Leena,33.0,Daughter,762170136218.0,Vasudha,20.0,Son,790514124625.0,Hredhaan,64.0,Mother,721715610769.0,Warjas,75.0,Mother,722263658623.0,110,116.29,88,105.13,22,20.44,22,26.14,5.5,5.1,11,10.73,11,10.86,8.25,8.68,8.25,9.23,8.25,8.55,294.25,321.15,109.14,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
6544748834,439621062847,9585238820,Jagrati Merchant,10,Male,"64/090, Taneja, Berhampur 339421",Medium,No,1,Balveer,83.0,Son,755476469892.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,20.06,16,15.76,4,4.09,4,4.47,1.0,1.16,2,1.96,2,2.25,1.5,1.59,1.5,1.39,1.5,1.49,53.5,54.22,101.35,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
3066436383,213604131741,8866990485,Ridhi Bandi,16,Male,"H.No. 456, Iyer Street, Panvel 884247",Low,Yes,7,Chakrika,57.0,Father,772260083878.0,Hamsini,21.0,Spouse,526416780991.0,Ishwar,53.0,Spouse,760045839791.0,Upadhriti,7.0,Spouse,461060342132.0,Faqid,13.0,Father,523820412106.0,80,73.09,64,69.73,16,17.0,16,18.6,4.0,4.6,8,7.47,8,8.26,6.0,5.14,6.0,5.64,6.0,7.12,214.0,216.65,101.24,1,Overclaim detected beyond entitled quota; Dependents exceed legal limit,0,0,0,0,1,1,0
7138460786,879944763170,6432411019,Upkaar Ranganathan,77,Female,"04, Dasgupta Circle, Arrah 965137",High,No,2,Aryan,86.0,Father,809070981276.0,Falak,86.0,Mother,497320932658.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,24.22,24,22.17,6,7.08,6,5.62,1.5,1.66,3,2.63,3,3.6,2.25,1.94,2.25,2.07,2.25,2.51,80.25,73.5,91.59,0,0,0,0,0,0,0,0,0
9827720428,140916141812,8922816526,Dev Shetty,85,Male,"H.No. 200, Tailor Road, Jalandhar 826758",High,No,2,Oni,21.0,Daughter,863779811221.0,Mohammed,80.0,Daughter,584133794547.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,24.52,24,22.7,6,6.53,6,7.13,1.5,1.57,3,3.3,3,3.34,2.25,2.01,2.25,2.02,2.25,2.67,80.25,75.79,94.44,0,0,0,0,0,0,0,0,0
8970635050,314040182215,8828326405,Hardik Suri,127,Female,"H.No. 537, Keer Chowk, Navi Mumbai-850643",Medium,No,6,Jason,65.0,Father,998344199423.0,Suhani,26.0,Father,156908330480.0,Gavin,83.0,Mother,511776196814.0,Simon,71.0,Son,409773132256.0,Ansh,11.0,Daughter,595092868749.0,70,81.35,56,48.1,14,13.65,14,16.5,3.5,3.11,7,6.86,7,6.58,5.25,4.26,5.25,4.31,5.25,5.25,187.25,189.97,101.45,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
4414642708,190170799779,8341096660,Gauri Kohli,9,Female,"H.No. 839, Kaul Ganj, Siliguri-422842",Low,No,2,Imaran,18.0,Son,618959874397.0,Atharv,90.0,Daughter,876353311207.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,29.63,24,25.11,6,6.97,6,4.85,1.5,1.33,3,2.58,3,3.53,2.25,2.35,2.25,2.18,2.25,2.5,80.25,81.03,100.97,1,Overclaim detected beyond entitled quota,0,0,0,0,1,0,0
